# ----------------------------------------
# SF OpenData - All Web Data
# Search Terms
# 20140901-20160622
# ----------------------------------------

Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
poles,/browse/embed?category=&limit=20&limitTo=&q=poles&utf8=✓&view_type=rich&page=2,3,1.67,0.00%,0.00%,00:01:46,6.00
police,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=police&view_type=rich,3,2.67,0.00%,0.00%,00:15:54,6.00
police,/Public-Safety/Historic-Police-Districts/embj-38bg,3,4.33,0.00%,0.00%,00:07:34,10.67
police,/Public-Safety/SFPD-Districts-Zipped-Shapefile-Format-/8yyx-6uur,3,2.00,0.00%,33.33%,00:10:52,5.33
Police,/,3,4.33,0.00%,15.38%,00:14:09,11.67
Police,/Public-Safety/San-Francisco-Police-Stations/8xyy-6zfh,3,2.67,0.00%,0.00%,00:02:00,10.67
police district,/City-Infrastructure/90-Day-Cases-by-District/4yhh-aznu,3,1.00,0.00%,0.00%,00:01:40,4.67
police district,/Public-Safety/SFPD-Districts-Zipped-Shapefile-Format-/8yyx-6uur,3,2.00,0.00%,0.00%,00:00:11,6.33
police records,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,2.00,0.00%,0.00%,00:02:16,8.67
police stations,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=police+stations&view_type=rich,3,2.67,0.00%,0.00%,00:01:18,6.33
political contributions,/,3,4.33,0.00%,23.08%,00:00:27,18.33
polygon,/browse/embed?category=&limit=20&limitTo=&q=polygon&view_type=rich,3,3.67,0.00%,0.00%,00:00:37,9.67
poo,/browse/embed?category=&limit=20&limitTo=&q=poo&view_type=rich,3,3.33,0.00%,0.00%,00:00:53,17.00
poop,/City-Management-and-Ethics/-Duplicate-Human-Waste-/eswg-wnti,3,1.67,0.00%,60.00%,00:00:27,5.33
poop,/showcase,3,1.67,0.00%,40.00%,00:01:53,4.67
popos,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=popos&view_type=rich,3,1.67,0.00%,0.00%,00:00:10,3.67
POPOS,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=POPOS&view_type=rich,3,1.00,0.00%,0.00%,00:00:02,2.00
population,/browse/embed?category=&limit=20&limitTo=&q=density&view_type=rich,3,1.67,0.00%,60.00%,00:00:26,3.33
population,/browse/embed?category=&limit=20&limitTo=&q=population+&view_type=rich,3,2.00,0.00%,0.00%,00:00:05,13.33
population,/browse/embed?category=Economy+and+Community&limit=20&limitTo=&q=&view_type=rich,3,1.67,0.00%,40.00%,00:01:18,14.33
population,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=&view_type=rich,3,1.00,0.00%,0.00%,00:04:50,7.00
population,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=maps&q=population&view_type=rich,3,1.67,0.00%,0.00%,00:00:03,2.00
population,/browse/embed?Department-Metrics_Publishing-Department=&category=Economy+and+Community&limit=20&limitTo=&q=&view_type=rich,3,1.00,0.00%,0.00%,00:16:32,16.00
population,/City-Infrastructure/All-cases-map-view/ky99-f5iy,3,2.00,0.00%,33.33%,00:07:44,13.33
population,/City-Infrastructure/Parcels-With-Planning-Department-Zoning/fpr2-m7in,3,4.33,0.00%,23.08%,00:05:33,53.33
population,/City-Management-and-Ethics/1996-2011-City-Survey-Database/583k-63vu,3,1.67,0.00%,0.00%,00:16:15,12.33
population,/City-Management-and-Ethics/Dataset-Inventory/y8fp-fbf5,3,1.67,0.00%,0.00%,00:03:03,8.67
population,/data?search=population,3,1.00,100.00%,0.00%,00:00:00,0.00
population,/Economy-and-Community/Employment-Rate-San-Francisco-CA/2pwu-v9j6,3,2.00,0.00%,50.00%,00:12:37,9.67
population,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,3.67,0.00%,0.00%,00:25:31,19.67
population,/Geographic-Locations-and-Boundaries/Bay-Area-General-Zipped-Shapefile-Format-/ye46-7n65,3,1.67,0.00%,40.00%,00:17:37,8.67
population,/Geographic-Locations-and-Boundaries/Census-2000-Blocks-no-water-Zipped-Shapefile-Forma/ffb3-h5vz,3,2.67,0.00%,37.50%,00:00:18,5.33
population,/Geographic-Locations-and-Boundaries/Census-2010-Census-Blocks-for-San-Francisco-Zipped/d7g8-55kx,3,1.67,0.00%,40.00%,00:04:09,5.33
population,/Geographic-Locations-and-Boundaries/Elevation-Contours-Zipped-Shapefile-Format-/x467-4ghd,3,1.67,0.00%,40.00%,00:14:31,3.67
population,/Health-and-Social-Services/Youth-and-Senior-Populations-San-Francisco-CA/rn29-87tf,3,2.00,0.00%,33.33%,00:00:18,5.33
population,/Public-Safety/Office-of-Citizen-Complaints-Complainants-by-Race-/zpxx-ap9z,3,6.00,0.00%,16.67%,00:01:22,22.33
population,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,1.67,0.00%,0.00%,00:03:08,25.67
population,/Transportation/Travel-Decision-Survey-Data-2014/v3h7-53cb,3,1.00,0.00%,0.00%,00:00:58,4.67
population density,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=population+density&view_type=rich,3,1.00,0.00%,0.00%,00:00:06,2.00
port,/browse/embed?category=&limit=20&limitTo=&q=port&view_type=rich,3,2.00,0.00%,0.00%,00:00:02,4.33
port,/browse/embed?category=&limit=20&limitTo=maps&q=port&utf8=✓&view_type=rich&page=2,3,1.67,0.00%,0.00%,00:00:27,3.67
PORT,/Geographic-Locations-and-Boundaries/Port-of-San-Francisco-Jurisdiction-Zipped-Shapefil/qpfu-cvwb,3,1.67,0.00%,0.00%,00:00:14,4.67
PORT JURISDICTION,/Geographic-Locations-and-Boundaries/Port-of-San-Francisco-Jurisdiction-Zipped-Shapefil/qpfu-cvwb,3,2.00,0.00%,0.00%,00:00:16,6.33
post office,/Geographic-Locations-and-Boundaries/USPS-Post-Offices-in-San-Francisco-Zipped-Shapefil/musn-859q,3,1.00,0.00%,0.00%,00:00:17,3.67
pot hole,/browse/embed?category=&limit=20&limitTo=&q=pot+hole&view_type=rich,3,1.00,0.00%,0.00%,00:00:06,2.00
pothole,/,3,7.33,0.00%,0.00%,00:01:14,22.33
potholes,/,3,6.33,0.00%,10.53%,00:03:22,37.33
poverty,/browse/embed?category=&limit=20&limitTo=&q=poverty&view_type=rich,3,3.33,0.00%,0.00%,00:00:09,8.67
poverty,/Economy-and-Community/US-Census-Bureau-Data/d53k-r35r,3,3.67,0.00%,27.27%,00:01:01,9.00
poverty,/Transportation/Vehicle-Ownership-San-Francisco-CA/tixc-j2bp,3,3.33,0.00%,20.00%,00:02:17,17.00
precincts,/Geographic-Locations-and-Boundaries/Election-Precincts-Zipped-Shapefile-Format-/w3ua-z2my,3,1.67,0.00%,0.00%,00:00:12,4.67
precincts,/Public-Safety/SFPD-Sectors/4mzs-yjt7,3,1.00,0.00%,100.00%,00:00:49,3.67
price,/Housing-and-Buildings/Two-Bedroom-Home-Sales-from-2012-in-San-Francisco-/bw6b-qwhv,3,2.00,0.00%,0.00%,00:00:11,15.00
prison,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,3,1.00,0.00%,0.00%,00:01:04,3.33
private schools,/Geographic-Locations-and-Boundaries/Private-Schools-Polygons-/ghfg-6ztn,3,1.67,0.00%,0.00%,00:00:09,4.67
property,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,2.00,0.00%,0.00%,00:00:27,9.67
property,/browse/embed?category=&limit=20&limitTo=&q=property&utf8=✓&view_type=rich&page=2,3,2.00,0.00%,0.00%,00:01:30,6.33
property,/City-Management-and-Ethics/San-Francisco-Property-Assessment-Roll-FY1112-Q3/d5pu-ci4g,3,3.33,0.00%,0.00%,00:13:31,10.67
property,/Housing-and-Buildings/Historic-Secured-Property-Tax-Rolls/wv5m-vpq2,3,1.00,0.00%,0.00%,00:18:18,2.00
property assessment,/browse/embed?category=&limit=20&limitTo=&q=property+assessment&view_type=rich,3,1.67,0.00%,0.00%,00:00:03,3.33
Property Assessment,/City-Management-and-Ethics/San-Francisco-Property-Assessment-Roll-2013/4sgn-36v2,3,1.67,0.00%,0.00%,00:01:46,14.33
Property Assessment,/City-Management-and-Ethics/Secured-Property-Assessment-Roll-FY13-Q4/e6sm-rank,3,2.00,0.00%,0.00%,00:02:05,6.33
property assessment roll,/City-Infrastructure/Data-Catalog-for-311-Web/azn9-qbrd,3,3.33,0.00%,0.00%,00:03:25,10.67
Property Assessment Roll,/browse/embed?category=&limit=20&limitTo=&q=Property+Assessment+Roll&view_type=rich,3,2.00,0.00%,0.00%,00:00:05,4.33
Property Assessment Roll,/City-Management-and-Ethics/San-Francisco-Property-Assessment-Roll-FY1112-Q3/d5pu-ci4g,3,2.00,0.00%,0.00%,00:01:25,7.33
property assessors roll,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=property+assessors+roll&view_type=rich,3,3.33,0.00%,0.00%,00:07:55,8.67
property info,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,3,1.67,0.00%,0.00%,00:01:55,8.67
property information,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,3,1.67,0.00%,0.00%,00:00:59,4.67
Property Information Map,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,3,2.67,0.00%,0.00%,00:03:46,9.00
property value,/browse/embed?category=&limit=20&limitTo=&q=property+value&view_type=rich,3,2.00,0.00%,0.00%,00:00:05,4.33
property value,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=property+value&view_type=rich,3,2.00,0.00%,0.00%,00:00:04,4.33
property value,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=property+value&view_type=rich,3,1.00,0.00%,0.00%,00:00:06,2.00
public,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=public&view_type=rich,3,2.00,0.00%,0.00%,00:00:02,13.00
Public,/browse/embed?category=&limit=20&limitTo=&q=Public&utf8=✓&view_type=rich&page=7,3,1.00,0.00%,0.00%,00:01:06,5.33
public art,/Geographic-Locations-and-Boundaries/Privately-Owned-Public-Open-Space-POPOS-and-Public/55um-v9vc,3,2.00,0.00%,0.00%,00:00:56,6.33
public library,/Transportation/Bicycle-Parking-Public-/w969-5mn4,3,2.00,0.00%,33.33%,00:01:52,6.00
public school,/Geographic-Locations-and-Boundaries/San-Francisco-Public-Schools-Points-Zipped-Shapefi/7ygx-tr8p,3,1.00,0.00%,0.00%,00:01:46,5.33
public schools,/Geographic-Locations-and-Boundaries/Private-Schools-Points-/64n6-x2xf,3,2.00,0.00%,50.00%,00:11:28,7.00
public schools,/Geographic-Locations-and-Boundaries/San-Francisco-Public-Schools-Polygons-Zipped-Shape/9smn-ab9m,3,4.33,0.00%,23.08%,00:06:39,57.67
public space,/browse/embed?category=&limit=20&limitTo=&q=public+space&utf8=✓&view_type=rich&page=2,3,1.67,0.00%,0.00%,00:00:24,4.67
public toilet,/browse/embed?category=&limit=20&limitTo=&q=public+toilet&utf8=✓&view_type=rich&page=2,3,2.00,0.00%,0.00%,00:00:26,6.33
public transportation,/Transportation/SFMTA-routes-and-stops-for-March-2012/f5c3-8kkj,3,1.00,0.00%,66.67%,00:04:09,4.33
public transportation,/Transportation/Travel-Decision-Survey-Data-2014/v3h7-53cb,3,1.00,0.00%,66.67%,00:00:27,4.67
public works,/browse/embed?category=&limit=20&limitTo=&q=public+works&utf8=✓&view_type=rich&page=4,3,2.00,0.00%,0.00%,00:02:25,11.67
published,/City-Management-and-Ethics/Published-data-and-views/ynfg-fvh3,3,1.00,0.00%,0.00%,00:00:13,3.33
publishing,/login,3,1.00,0.00%,66.67%,00:10:50,5.33
quarterly,/Housing-and-Buildings/20141219-Pipeline-Q3-2014/n5ik-nmm3,3,2.00,0.00%,33.33%,00:00:26,5.33
race,/browse/embed?category=&limit=20&limitTo=datasets&q=race&view_type=rich,3,3.33,0.00%,0.00%,00:00:20,7.33
race,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=race&view_type=rich,3,1.00,0.00%,0.00%,00:00:03,2.00
race,/Economy-and-Community/US-Census-Bureau-Data/d53k-r35r,3,2.00,0.00%,33.33%,00:03:15,11.67
rail,/browse/embed?category=&limit=20&limitTo=&q=railroad&view_type=rich,3,2.00,0.00%,50.00%,00:12:18,6.33
railroad,/browse/embed?category=&limit=20&limitTo=&q=railroad&view_type=rich,3,3.33,0.00%,0.00%,00:00:32,7.33
rain,/browse/embed?category=&limit=20&limitTo=&q=rain&utf8=✓&view_type=rich&page=2,3,3.33,0.00%,0.00%,00:00:43,9.67
rain,/browse/embed?category=&limit=20&limitTo=&q=rain&view_type=rich,3,2.00,0.00%,0.00%,00:00:04,4.33
real estate,/browse/embed?category=&limit=20&limitTo=&q=real+estate&utf8=✓&view_type=rich&page=2,3,2.67,0.00%,0.00%,00:00:42,7.33
real estate,/browse/embed?category=&limit=20&limitTo=datasets&q=real+estate&view_type=rich,3,2.67,0.00%,0.00%,00:02:06,5.33
real estate,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,3,2.00,0.00%,0.00%,00:04:39,8.00
real time,/browse/embed?category=&limit=20&limitTo=&q=real+time&view_type=rich,3,2.00,0.00%,0.00%,00:00:06,4.33
real time,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=real+time&view_type=rich,3,11.67,0.00%,0.00%,00:17:00,33.00
real time,/Transportation/SFpark-Parking-Availability-API-Reference/u9ke-iwn4,3,2.00,0.00%,0.00%,00:04:12,4.67
recidivism,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=recidivism&view_type=rich,3,1.67,0.00%,0.00%,00:00:29,3.67
recreation,/,3,3.33,0.00%,20.00%,00:06:18,12.33
recreation,/Culture-and-Recreation/Recreation-Park-Department-Park-Info-Dataset/z76i-7s65,3,2.67,0.00%,0.00%,00:00:49,44.33
recycling,/,3,2.00,0.00%,0.00%,00:00:47,14.00
recycling,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=recycling&view_type=rich,3,1.00,0.00%,0.00%,00:00:07,6.33
Red light camera,/,3,1.67,0.00%,0.00%,00:00:40,4.67
registered business,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=registered+business&view_type=rich,3,1.00,0.00%,0.00%,00:00:06,2.00
registered business,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,3,3.33,0.00%,30.00%,00:01:04,17.00
registered business location,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,2.67,0.00%,0.00%,00:07:54,23.67
Registered business locations,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,4.33,0.00%,0.00%,00:12:31,16.67
Registered business locations - San Francisco,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,2.00,0.00%,50.00%,00:00:17,4.33
registered businesses,/browse/embed?category=&limit=20&limitTo=&q=registered+businesses&view_type=rich,3,1.67,0.00%,0.00%,00:00:05,3.33
Registered Businesses,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1.67,0.00%,0.00%,00:01:31,4.67
Registered_Business_Locations,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1.00,0.00%,0.00%,00:00:47,3.33
religion,/,3,2.00,0.00%,33.33%,00:00:13,14.00
religious,/Culture-and-Recreation/Spiritual-and-Religious-Centers-San-Francisco-CA/bkgk-9qzc,3,2.00,0.00%,0.00%,00:00:13,4.33
rent,/analytics,3,3.67,0.00%,0.00%,00:12:11,10.00
rent,/browse/embed?category=City+Infrastructure&limit=20&limitTo=&q=&view_type=rich,3,2.00,0.00%,33.33%,00:04:05,22.33
rent,/browse/embed?category=Economy+and+Community&limit=20&limitTo=&q=rent&view_type=rich,3,6.33,0.00%,0.00%,00:02:32,14.00
rent,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=rent&view_type=rich,3,3.33,0.00%,0.00%,00:16:49,12.33
rent,/dataset/Sample-Health-File/7in9-saww,3,8.67,0.00%,7.69%,00:05:16,25.67
rent,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,3,1.67,0.00%,0.00%,00:13:54,36.33
rent,/Housing-and-Buildings/San-Francisco-Rental-Listings-06-2012-12-2012/c2ie-3fuy,3,2.00,0.00%,0.00%,00:01:26,24.67
rent,/login,3,3.33,0.00%,20.00%,00:00:59,14.00
rent board,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=rent+board&view_type=rich,3,1.67,0.00%,0.00%,00:02:17,3.67
rent burden,/Health-and-Social-Services/Rent-Affordability-Gap-by-Neighborhood-San-Francis/w4sn-m3ka,3,5.33,0.00%,12.50%,00:03:31,15.00
rent control,/browse/embed?category=&limit=20&limitTo=&q=rent+control&view_type=rich,3,5.33,0.00%,12.50%,00:00:46,21.33
rent control,/Housing-and-Buildings/Annual-Allowable-Rent-Increase-for-Units-Under-Ren/hsxb-ci7b,3,1.67,0.00%,0.00%,00:00:48,6.00
rent control,/Housing-and-Buildings/Proportion-of-Housing-Stock-that-is-Rent-Controlle/ypnu-v2zq,3,2.00,0.00%,0.00%,00:00:11,6.33
rent prices,/Housing-and-Buildings/Annual-Allowable-Rent-Increase-for-Units-Under-Ren/hsxb-ci7b,3,1.67,0.00%,0.00%,00:01:35,5.33
rental listings,/Housing-and-Buildings/San-Francisco-Rental-Listings-06-2012-12-2012/c2ie-3fuy,3,2.00,0.00%,0.00%,00:00:12,6.33
residential,/browse/embed?category=&limit=20&limitTo=&q=civic+art+collection&view_type=rich,3,2.00,0.00%,33.33%,00:00:02,4.33
residential,/browse/embed?category=&limit=20&limitTo=&q=residential&view_type=rich,3,3.33,0.00%,0.00%,00:01:34,7.33
residential,/Housing-and-Buildings/San-Francisco-Development-Pipeline-2015-Quarter-1/2cma-9y6y,3,3.33,0.00%,0.00%,00:07:47,9.67
residential,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,3,2.67,0.00%,37.50%,00:01:59,6.33
response,/browse/embed?category=&limit=20&limitTo=&q=response&view_type=rich,3,2.00,0.00%,0.00%,00:00:02,4.33
restaurant,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,8.67,0.00%,11.54%,00:20:51,32.00
restaurant,/browse/embed?category=&limit=20&limitTo=&q=restaurant&utf8=✓&view_type=rich&page=2,3,2.67,0.00%,25.00%,00:01:56,25.67
restaurant,/browse/embed?category=&limit=20&limitTo=&q=restaurant&utf8=✓&view_type=rich&page=3,3,2.00,0.00%,0.00%,00:03:01,11.67
restaurant,/Culture-and-Recreation/Film-Locations-in-San-Francisco/yitu-d5am,3,3.33,0.00%,0.00%,00:06:46,31.00
restaurant,/Culture-and-Recreation/Recreation-Park-Department-Park-Info-Dataset/z76i-7s65,3,5.33,0.00%,18.75%,00:02:31,31.67
restaurant,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,3,3.33,0.00%,20.00%,00:04:58,8.67
restaurant,/Health-and-Social-Services/Food-inspections-LIVES-schema/7bjp-f3sp,3,2.00,0.00%,33.33%,00:01:07,6.00
Restaurant,/widgets/qwyj-4qec,3,1.67,0.00%,0.00%,00:00:45,4.67
restaurant health,/Health-and-Social-Services/Restaurant-Scores/stya-26eb,3,1.67,0.00%,40.00%,00:00:13,12.33
restaurant score,/Health-and-Social-Services/Restaurant-Scores/stya-26eb,3,3.33,0.00%,0.00%,00:07:06,9.67
restaurants,/about,3,1.67,0.00%,0.00%,00:02:09,9.67
restaurants,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,1.67,0.00%,0.00%,00:01:00,8.67
restaurants,/browse/embed?Department-Metrics_Publishing-Department=&category=Culture+and+Recreation&limit=20&limitTo=&q=&view_type=rich,3,4.33,0.00%,15.38%,00:25:07,26.67
restaurants,/login,3,2.00,0.00%,0.00%,00:00:39,17.00
restaurants,/Public-Safety/Map-Crime-Incidents-Previous-Three-Months/gxxq-x39z,3,2.00,0.00%,33.33%,00:10:16,15.00
restaurants,/showcase,3,1.00,0.00%,0.00%,00:02:15,10.00
Restaurants,/Health-and-Social-Services/Restaurant-Scores/stya-26eb,3,4.33,0.00%,0.00%,00:01:57,16.00
Restaurants,/widgets/stya-26eb,3,1.67,0.00%,0.00%,00:00:44,4.67
restrooms,/browse/embed?category=&limit=20&limitTo=&q=toilet&view_type=rich,3,2.00,0.00%,50.00%,00:00:48,4.33
resturant,/Health-and-Social-Services/Restaurant-Scores/stya-26eb,3,2.00,0.00%,33.33%,00:01:58,7.33
retail,/,3,3.33,0.00%,20.00%,00:04:20,24.67
retail,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=retail&view_type=rich,3,1.67,0.00%,0.00%,00:01:02,3.67
retail,/Economy-and-Community/Commerce-Industry-Inventory-2012-Data/uuiu-f3qh,3,3.67,0.00%,0.00%,00:06:18,15.00
retail,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,4.33,0.00%,15.38%,00:01:49,11.67
retail,/Economy-and-Community/Retail-Food-Stores-San-Francisco-CA/pt38-uhn6,3,2.00,0.00%,0.00%,00:00:33,16.00
revenue,/City-Management-and-Ethics/Budget/xdgd-c79v,3,3.33,0.00%,30.00%,00:17:48,9.67
reviews,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=reviews&view_type=rich,3,1.00,0.00%,0.00%,00:00:03,2.00
right of way,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,2.00,0.00%,33.33%,00:00:30,5.33
road,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=&utf8=✓&view_type=rich&page=3,3,1.00,0.00%,100.00%,00:06:50,6.00
road,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=road&view_type=rich,3,2.67,0.00%,25.00%,00:00:09,5.33
road,/Geographic-Locations-and-Boundaries/City-Lots-Zipped-Shapefile-Format-/3vyz-qy9p,3,1.67,0.00%,60.00%,00:00:34,3.33
road network,/Transportation/Public-Transportation-Stops-and-Routes-San-Francis/s593-yv8k,3,5.33,0.00%,0.00%,00:03:21,17.00
roads,/browse/embed?category=&limit=20&limitTo=&q=roads&utf8=✓&view_type=rich&page=2,3,2.00,0.00%,0.00%,00:00:39,6.33
roads,/browse/embed?category=&limit=20&limitTo=&q=streets&view_type=rich,3,1.67,0.00%,60.00%,00:01:25,16.00
roads,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=&utf8=✓&view_type=rich&page=2,3,6.33,0.00%,26.32%,00:01:57,13.00
roads,/browse/embed?category=Transportation&limit=20&limitTo=&q=roads&view_type=rich,3,2.00,0.00%,0.00%,00:00:08,4.33
roads,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=streets&view_type=rich,3,3.33,0.00%,30.00%,00:16:07,8.67
roll,/City-Management-and-Ethics/San-Francisco-Property-Assessment-Roll-2013/4sgn-36v2,3,2.00,0.00%,0.00%,00:01:56,6.33
route,/Transportation/SFMTA-routes-and-stops-for-March2012/f5c3-8kkj,3,2.00,0.00%,0.00%,00:00:17,6.33
salaries,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=salaries&view_type=rich,3,2.00,0.00%,0.00%,00:02:24,3.67
salary,/browse/embed?category=&limit=20&limitTo=&q=salary&utf8=✓&view_type=rich&page=2,3,4.67,0.00%,0.00%,00:04:18,56.00
salary,/browse/embed?category=&limit=20&limitTo=&q=salary&view_type=rich,3,3.33,0.00%,0.00%,00:02:20,7.33
salary,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=salary&utf8=✓&view_type=rich&page=2,3,4.33,0.00%,0.00%,00:07:26,22.33
salary,/City-Management-and-Ethics/Budget-FTE/4zfx-f2ts,3,1.67,0.00%,0.00%,00:01:36,6.00
salary,/Economy-and-Community/US-Census-Bureau-Data/d53k-r35r,3,3.67,0.00%,0.00%,00:14:35,25.00
sale,/,3,4.33,0.00%,38.46%,00:01:42,18.33
sales,/browse/embed?category=&limit=20&limitTo=datasets&q=sales&view_type=rich,3,2.00,0.00%,0.00%,00:00:50,4.33
sales tax,/City-Management-and-Ethics/Spending-And-Revenue/bpnb-jwfb,3,1.67,0.00%,40.00%,00:00:28,3.67
sales tax,/Geographic-Locations-and-Boundaries/SF-Realtor-Neighborhoods/wwis-y924,3,6.33,0.00%,10.53%,00:09:49,104.67
